Date,R1,R1_Change,R2,R2_Change,Cash,Cash_Change,Strategy_Allocation,Strategy,Strategy_Change,RiskAve_Change,AllAve_Change
1999-09-24,369.3163866021565,-0.002365651503121767,119.68082505116107,-0.014628575672890356,153.2274379736724,0.0007471930602330831,RiskOne,338.139379909417,-0.002365651503121751,-0.008497113588006061,-0.0054156780385930135
1999-09-27,370.99863567830727,0.004555035024652037,119.67838042645434,-2.0426201989192042E-05,153.2274379736724,0,RiskOne,339.67961662811854,0.004555035024652054,0.0022673044113314224,0.0015115362742209482
1999-09-28,370.7794418495534,-0.0005908211181238408,120.02649462053124,0.002908747535155914,153.2433018102736,0.00010353130490855097,RiskOne,339.47892673721844,-0.000590821118123815,0.0011589632085160367,0.0008071525739802082
1999-09-29,366.79393105024127,-0.010749006955270344,119.67478463085365,-0.0029302696108015813,153.1604651589987,-0.0005405564243027968,RiskOne,335.8298653925524,-0.010749006955270283,-0.006839638283035963,-0.004739944330124908
1999-09-30,370.9089508294809,0.01121888731216759,120.54226019660918,0.007248607703212657,153.33801716207546,0.001159254791322598,RiskOne,339.59750280845185,0.011218887312167596,0.009233747507690123,0.006542249935567614
1999-10-01,370.9402264777114,8.432163246683286E-05,120.89035749223963,0.0028877614793574383,153.3537514865243,0.00010261202498921102,RiskOne,339.62613822427033,8.432163246688123E-05,0.0014860415559121356,0.0010248983789378273
1999-10-04,377.15434199042323,0.016752336546829685,121.41054108628883,0.004302937015324738,153.3020256203907,-0.00033729769002834243,RiskOne,345.31566959190343,0.016752336546829744,0.010527636781077212,0.00690599195737536
1999-10-05,376.2136627004776,-0.00249414943755191,121.40987444471529,-5.490804732296263E-06,153.31753333939128,0.00010115795233496102,RiskOne,344.4544007088129,-0.00249414943755198,-0.001249820121142103,-0.0007994940966497484
1999-10-06,383.09186114503166,0.018282691795885566,121.93160019479937,0.004297226666861044,153.33274971054405,9.92474299666783E-05,RiskOne,350.7519543547086,0.018282691795885514,0.011289959231373305,0.007559721964237762
1999-10-07,380.85894009568386,-0.005828683080537849,123.14314357506139,0.009936254246860027,153.3481279417506,0.00010029319395608646,RiskOne,348.7075323728957,-0.005828683080537891,0.002053785583161089,0.0014026214534260883
