Date,R1,R1_Change,R2,R2_Change,Cash,Cash_Change,Strategy_Allocation,Strategy,Strategy_Change,RiskAve_Change,AllAve_Change
1999-10-11,349.53193253093303,0.005873509967623584,406.3391638478703,0.008696908746549376,217.30012244338943,0.0005560383375627342,RiskTwo,563.1065635655369,0.008696908746549386,0.00728520935708648,0.005042152350578565
1999-10-12,342.9584115575202,-0.018806639284183538,402.77426562520293,-0.008773208540641784,216.81237299919133,-0.0022445889064105647,RiskTwo,558.1663122527723,-0.008773208540641838,-0.013789923912412662,-0.009941478910411963
1999-10-13,336.1410977401191,-0.019877960672959688,401.81370089971244,-0.0023848711486059806,216.05952993126928,-0.0034723252068498867,RiskTwo,556.8351575185568,-0.0023848711486060786,-0.011131415910782835,-0.00857838567613852
1999-10-14,330.35789531272286,-0.017204687157496564,399.5854126045741,-0.005545575698760141,215.30682083494253,-0.0034838041930674835,RiskTwo,553.7471860008067,-0.005545575698760051,-0.011375131428128352,-0.008744689016441395
1999-10-15,319.7753106643988,-0.032033696783018914,391.1460593438333,-0.021120273649960046,216.39563994879515,0.005057058153709565,RiskTwo,542.0518938995743,-0.02112027364995998,-0.02657698521648948,-0.0160323040930898
1999-10-18,320.8254856787619,0.0032841028664193136,390.66657418261343,-0.001225846841009396,215.9891566133608,-0.0018784266426557716,RiskTwo,541.3874212977744,-0.0012258468410094032,0.0010291280127049589,5.994312758471538E-05
1999-10-19,332.0656699924667,0.03503519768675565,386.8584190106995,-0.009747839778413803,215.23661177781705,-0.0034841787770432246,RiskTwo,536.1100634569151,-0.009747839778413736,0.012643678954170923,0.00726772637709954
1999-10-20,337.188551242197,0.015427313669150101,389.17887392736736,0.0059982019328980955,215.27709139346834,0.000188070306984218,RiskTwo,539.3257598757884,0.005998201932897996,0.010712757801024098,0.007204528636344138
1999-10-21,336.6030510965083,-0.0017364176320095483,386.8909913090387,-0.00587874309630597,215.0538033438947,-0.0010372123114833118,RiskTwo,536.1552022882587,-0.005878743096305933,-0.003807580364157759,-0.00288412434659961
1999-10-22,336.54458754883797,-0.00017368692137481712,389.44767509871133,0.006608279456241982,215.0942164152924,0.00018792074713071328,RiskTwo,539.6982656968975,0.006608279456241998,0.0032172962674335824,0.002207504427332626
1999-10-25,335.7830413739301,-0.0022628388721223293,389.08824058023015,-0.0009229340459923787,215.21536579316378,0.0005632386583443086,RiskTwo,539.2001597929227,-0.0009229340459924773,-0.001592886459057354,-0.0008741780865901332
1999-10-26,327.27310090816064,-0.025343568367685164,389.56644890238834,0.001229048509523302,214.99207799643304,-0.001037508617973548,RiskTwo,539.8628629456509,0.0012290485095233189,-0.012057259929080931,-0.008384009492045137
1999-10-27,327.0977772013466,-0.0005357107147746033,395.6350138442316,0.015577740226196485,216.040843842098,0.004878160420787115,RiskTwo,548.272706382389,0.01557774022619639,0.00752101475571094,0.0066400633107363315
1999-10-28,333.06169598346725,0.01823283188637971,410.32657769608466,0.037134134588091304,217.39015773176558,0.006245642563096815,RiskTwo,568.6323388521696,0.037134134588091214,0.027683483237235507,0.020537536345855943
1999-10-29,335.49618844214285,0.007309433921805452,413.1748288809313,0.0069414250493815876,219.63606635720885,0.010331234168450547,RiskTwo,572.5794576129665,0.006941425049381627,0.007125429485593519,0.008194031046545862
1999-11-01,334.38314196785643,-0.003317612874992028,412.6363739274932,-0.001303213351346809,219.227423370083,-0.0018605459199094018,RiskTwo,571.8332644190983,-0.0013032133513468924,-0.0023104131131694186,-0.0021604573820827463
1999-11-02,332.97594607169407,-0.004208333852840165,409.0199324167274,-0.008764233449282087,220.05974686663052,0.0037966212609380264,RiskTwo,566.8215841956643,-0.008764233449282106,-0.006486283651061126,-0.0030586486803947416
1999-11-03,337.41178290881277,0.013321793629392047,411.1595289664041,0.005231032475690587,220.36482636579152,0.0013863484962830606,RiskTwo,569.7866463105142,0.005231032475690676,0.009276413052541317,0.006646391533788566
1999-11-04,343.0936571844492,0.016839584636473698,411.0400128793523,-0.00029068057197223236,221.45977483708654,0.004968798738676513,RiskTwo,569.6210204022626,-0.000290680571972139,0.008274452032250733,0.007172567601059326
1999-11-05,345.6423968040271,0.007428699325116526,415.4140256116432,0.010641330759141332,222.55481110502194,0.004944628290807887,RiskTwo,575.6825460877227,0.010641330759141357,0.00903501504212893,0.007671552791688582
1999-11-08,345.11639734924916,-0.0015218024745851948,416.24866150155964,0.002009166370075195,222.14618406066037,-0.0018360737399145417,RiskTwo,576.8391880991614,0.0020091663700752514,0.00024368194774500014,-0.0004495699481415138
1999-11-09,343.35679126287505,-0.005098587316885527,413.0583346973109,-0.00766447342494768,222.18683129606592,0.00018297516825429633,RiskTwo,572.418019471507,-0.007664473424947689,-0.006381530370916604,-0.004193361857859637
1999-11-10,344.34596129102215,0.0028808809183850145,415.9646940728156,0.007036195934974805,221.96249447033676,-0.0010096765160228214,RiskTwo,576.4456648132187,0.007036195934974756,0.00495853842667991,0.0029691334457789998
1999-11-11,346.4339471857775,0.006063628238667546,417.15587933797036,0.0028636691578113574,222.0032302930598,0.00018352570248514184,RiskTwo,578.0964144846985,0.002863669157811447,0.004463648698239452,0.003036941032988015
1999-11-12,346.725469345004,0.000841494205734272,419.6495500588218,0.005977791143226609,223.09822636823029,0.004932342983140497,RiskTwo,581.5521541111361,0.005977791143226562,0.0034096426744804403,0.003917209444033793
1999-11-15,347.07522370861784,0.0010087357132274506,420.78132896791976,0.0026969620459246645,223.09822636823029,0,RiskTwo,583.1205781984996,0.0026969620459247174,0.0018528488795760576,0.0012352325863840385
1999-11-16,352.1919466170859,0.014742403257121285,425.03821067594475,0.010116612632186352,222.60831170165469,-0.0021959594863250245,RiskTwo,589.0197832059904,0.010116612632186375,0.01242950794465382,0.007554352134327538
1999-11-17,351.9000178705576,-0.0008288910332344847,422.3941255585414,-0.006220817448855671,221.31726916048964,-0.005799615168436937,RiskTwo,585.3555986609014,-0.0062208174488557035,-0.003524854241045078,-0.004283107883509031
1999-11-18,353.12087550940186,0.003469330994161354,424.5922431761768,0.005203949308548682,220.82745377556577,-0.0022131819481682213,RiskTwo,588.4017595238079,0.005203949308548693,0.004336640151355018,0.002153366118180605
1999-11-19,352.53654365807915,-0.0016547643932966084,423.03387415779406,-0.003670271992548261,220.86849700667375,0.00018586108930865612,RiskTwo,586.2421650254615,-0.0036702719925482403,-0.002662518192922435,-0.001713058432178738
1999-11-22,355.3146987309558,0.007880474018520938,418.9337848619001,-0.00969210634504558,220.3374187496259,-0.0024044998007652376,RiskTwo,580.560243618085,-0.009692106345045583,-0.0009058161632623206,-0.001405377375763293
1999-11-23,350.4060441350217,-0.013814949433462382,411.2106628817995,-0.018435185366218375,220.37841741047828,0.00018607216643021826,RiskTwo,569.8575079107287,-0.018435185366218354,-0.01612506739984038,-0.01068802087775018
1999-11-24,353.4701531395727,0.008744452488297487,416.1060164601294,0.011904734045617463,220.15438421442187,-0.0010165841042371108,RiskTwo,576.6415099863043,0.011904734045617482,0.010324593266957475,0.006544200809892614
1999-11-26,353.7032784637503,0.0006595332649925987,420.82645681581965,0.011344321324280954,219.93043986102606,-0.0010172150520413497,RiskTwo,583.1831165645075,0.01134432132428093,0.0060019272946367766,0.003662213179077401
1999-11-29,353.8781470784602,0.0004943935364959534,419.44943351018225,-0.003272188055990159,218.32944692980556,-0.007279542259962577,RiskTwo,581.27483173603,-0.0032721880559900985,-0.0013888972597471028,-0.0033524455931522607
1999-11-30,348.3700882418105,-0.015564845928246732,415.2911025496768,-0.0099137837085779,219.2251198772696,0.0041023918672409496,RiskTwo,575.512198778959,-0.00991378370857786,-0.012739314818412315,-0.007125412589861227
1999-12-01,346.1403185668755,-0.0064005772889066635,412.8302164919305,-0.005925689336077036,218.99959136299222,-0.0010287530662710504,RiskTwo,572.1018922798723,-0.00592568933607697,-0.0061631333124918496,-0.004451673230418249
1999-12-02,350.40156953105105,0.012310761663993352,414.7898517037141,0.004746830860482493,218.77401842946992,-0.0010300153170076816,RiskTwo,574.8175631974868,0.004746830860482423,0.008528796262237922,0.00534252573582272
1999-12-03,351.44772761068003,0.0029855975845915358,421.4241279228054,0.015994306976994735,220.13835641951457,0.006236288933388589,RiskTwo,584.0113717590355,0.01599430697699464,0.009489952280793135,0.008405397831658286
1999-12-06,345.45983049056014,-0.017037802921158897,420.22775804850085,-0.0028388737023706846,220.5271179389835,0.0017659871991052914,RiskTwo,582.3534372338632,-0.0028388737023707766,-0.00993833831176479,-0.006036896474808096
1999-12-07,336.8591765892109,-0.024896248831987544,421.832132864634,0.0038178696799651864,221.32331949770844,0.003610447396066865,RiskTwo,584.576786764902,0.00381786967996524,-0.010539189576011179,-0.0058226439186518306
1999-12-08,334.2178351029342,-0.007841085147274326,419.07034682595787,-0.006547121054816315,220.8304561991237,-0.0022268927635067976,RiskTwo,580.7494917761165,-0.006547121054816408,-0.00719410310104532,-0.005538366321865812
1999-12-09,331.63563185908185,-0.007726108461737505,420.55620658921464,0.003545609405463008,221.13740194544337,0.001389961111355507,RiskTwo,582.8086026363758,0.00354560940546297,-0.002090249528137248,-0.0009301793149729965
1999-12-10,334.1782402523796,0.0076668733665451695,419.599711683614,-0.0022743568888401104,222.23833659315522,0.004978509460753555,RiskTwo,581.4830878760945,-0.002274356888840066,0.0026962582388525298,0.003457008646152872
1999-12-13,331.5963429226372,-0.007726108461737505,418.9458205524336,-0.0015583688762718967,221.8279154804825,-0.001846761089757857,RiskTwo,580.5769227298699,-0.0015583688762718698,-0.0046422386690047005,-0.0037104128092557524
1999-12-14,331.0130750906384,-0.0017589694351208638,416.7142480864414,-0.005326637375328349,219.71826021477239,-0.009510323626945507,RiskTwo,577.4843999940039,-0.005326637375328368,-0.0035428034052246062,-0.005531976812464906
